RosterCode,Date,StartDate,EndDate,Tickets,TicketsPrev,Persons
26,2022-04-29 00:00:00.000,2022-04-29 09:00:00.000,2022-04-29 10:00:00.000,46,57,3
26,2022-04-29 00:00:00.000,2022-04-29 10:00:00.000,2022-04-29 11:00:00.000,52,73,4
26,2022-04-29 00:00:00.000,2022-04-29 11:00:00.000,2022-04-29 12:00:00.000,75,90,4
26,2022-04-29 00:00:00.000,2022-04-29 12:00:00.000,2022-04-29 13:00:00.000,102,115,4
26,2022-04-29 00:00:00.000,2022-04-29 13:00:00.000,2022-04-29 14:00:00.000,83,117,4
26,2022-04-29 00:00:00.000,2022-04-29 14:00:00.000,2022-04-29 15:00:00.000,84,103,4
26,2022-04-29 00:00:00.000,2022-04-29 15:00:00.000,2022-04-29 16:00:00.000,67,63,3
26,2022-04-29 00:00:00.000,2022-04-29 16:00:00.000,2022-04-29 17:00:00.000,47,50,3
26,2022-04-29 00:00:00.000,2022-04-29 17:00:00.000,2022-04-29 18:00:00.000,51,61,4
26,2022-04-29 00:00:00.000,2022-04-29 18:00:00.000,2022-04-29 19:00:00.000,70,75,4
26,2022-04-29 00:00:00.000,2022-04-29 19:00:00.000,2022-04-29 20:00:00.000,83,91,4
26,2022-04-29 00:00:00.000,2022-04-29 20:00:00.000,2022-04-29 21:00:00.000,97,100,4
26,2022-04-29 00:00:00.000,2022-04-29 21:00:00.000,2022-04-29 22:00:00.000,36,50,4
26,2022-04-30 00:00:00.000,2022-04-30 09:00:00.000,2022-04-30 10:00:00.000,38,44,3
26,2022-04-30 00:00:00.000,2022-04-30 10:00:00.000,2022-04-30 11:00:00.000,66,75,4
26,2022-04-30 00:00:00.000,2022-04-30 11:00:00.000,2022-04-30 12:00:00.000,108,107,4
26,2022-04-30 00:00:00.000,2022-04-30 12:00:00.000,2022-04-30 13:00:00.000,100,132,4
26,2022-04-30 00:00:00.000,2022-04-30 13:00:00.000,2022-04-30 14:00:00.000,117,120,4
26,2022-04-30 00:00:00.000,2022-04-30 14:00:00.000,2022-04-30 15:00:00.000,80,102,4
26,2022-04-30 00:00:00.000,2022-04-30 15:00:00.000,2022-04-30 16:00:00.000,56,57,3
26,2022-04-30 00:00:00.000,2022-04-30 16:00:00.000,2022-04-30 17:00:00.000,42,45,3
26,2022-04-30 00:00:00.000,2022-04-30 17:00:00.000,2022-04-30 18:00:00.000,52,50,3
26,2022-04-30 00:00:00.000,2022-04-30 18:00:00.000,2022-04-30 19:00:00.000,73,63,3
26,2022-04-30 00:00:00.000,2022-04-30 19:00:00.000,2022-04-30 20:00:00.000,93,81,4
26,2022-04-30 00:00:00.000,2022-04-30 20:00:00.000,2022-04-30 21:00:00.000,110,98,4
26,2022-04-30 00:00:00.000,2022-04-30 21:00:00.000,2022-04-30 22:00:00.000,41,58,4
26,2022-05-03 00:00:00.000,2022-05-03 09:00:00.000,2022-05-03 10:00:00.000,54,62,3
26,2022-05-03 00:00:00.000,2022-05-03 10:00:00.000,2022-05-03 11:00:00.000,59,77,4
26,2022-05-03 00:00:00.000,2022-05-03 11:00:00.000,2022-05-03 12:00:00.000,76,92,4
26,2022-05-03 00:00:00.000,2022-05-03 12:00:00.000,2022-05-03 13:00:00.000,95,117,4
26,2022-05-03 00:00:00.000,2022-05-03 13:00:00.000,2022-05-03 14:00:00.000,110,127,4
26,2022-05-03 00:00:00.000,2022-05-03 14:00:00.000,2022-05-03 15:00:00.000,82,95,4
26,2022-05-03 00:00:00.000,2022-05-03 15:00:00.000,2022-05-03 16:00:00.000,61,61,2
26,2022-05-03 00:00:00.000,2022-05-03 16:00:00.000,2022-05-03 17:00:00.000,52,50,3
26,2022-05-03 00:00:00.000,2022-05-03 17:00:00.000,2022-05-03 18:00:00.000,57,52,3
26,2022-05-03 00:00:00.000,2022-05-03 18:00:00.000,2022-05-03 19:00:00.000,90,76,3
26,2022-05-03 00:00:00.000,2022-05-03 19:00:00.000,2022-05-03 20:00:00.000,104,106,4
26,2022-05-03 00:00:00.000,2022-05-03 20:00:00.000,2022-05-03 21:00:00.000,88,105,4
26,2022-05-03 00:00:00.000,2022-05-03 21:00:00.000,2022-05-03 22:00:00.000,30,45,3
26,2022-05-04 00:00:00.000,2022-05-04 09:00:00.000,2022-05-04 10:00:00.000,48,60,3
26,2022-05-04 00:00:00.000,2022-05-04 10:00:00.000,2022-05-04 11:00:00.000,57,66,4
26,2022-05-04 00:00:00.000,2022-05-04 11:00:00.000,2022-05-04 12:00:00.000,86,88,4
26,2022-05-04 00:00:00.000,2022-05-04 12:00:00.000,2022-05-04 13:00:00.000,115,113,4
26,2022-05-04 00:00:00.000,2022-05-04 13:00:00.000,2022-05-04 14:00:00.000,93,129,4
26,2022-05-04 00:00:00.000,2022-05-04 14:00:00.000,2022-05-04 15:00:00.000,75,97,4
26,2022-05-04 00:00:00.000,2022-05-04 15:00:00.000,2022-05-04 16:00:00.000,61,55,3
26,2022-05-04 00:00:00.000,2022-05-04 16:00:00.000,2022-05-04 17:00:00.000,39,42,2
26,2022-05-04 00:00:00.000,2022-05-04 17:00:00.000,2022-05-04 18:00:00.000,44,55,3
26,2022-05-04 00:00:00.000,2022-05-04 18:00:00.000,2022-05-04 19:00:00.000,76,69,4
26,2022-05-04 00:00:00.000,2022-05-04 19:00:00.000,2022-05-04 20:00:00.000,78,99,4
26,2022-05-04 00:00:00.000,2022-05-04 20:00:00.000,2022-05-04 21:00:00.000,79,98,4
26,2022-05-04 00:00:00.000,2022-05-04 21:00:00.000,2022-05-04 22:00:00.000,25,44,4
26,2022-05-05 00:00:00.000,2022-05-05 09:00:00.000,2022-05-05 10:00:00.000,44,59,3
26,2022-05-05 00:00:00.000,2022-05-05 10:00:00.000,2022-05-05 11:00:00.000,68,67,4
26,2022-05-05 00:00:00.000,2022-05-05 11:00:00.000,2022-05-05 12:00:00.000,77,91,4
26,2022-05-05 00:00:00.000,2022-05-05 12:00:00.000,2022-05-05 13:00:00.000,94,108,4
26,2022-05-05 00:00:00.000,2022-05-05 13:00:00.000,2022-05-05 14:00:00.000,110,119,4
26,2022-05-05 00:00:00.000,2022-05-05 14:00:00.000,2022-05-05 15:00:00.000,75,94,4
26,2022-05-05 00:00:00.000,2022-05-05 15:00:00.000,2022-05-05 16:00:00.000,65,58,2
26,2022-05-05 00:00:00.000,2022-05-05 16:00:00.000,2022-05-05 17:00:00.000,44,41,3
26,2022-05-05 00:00:00.000,2022-05-05 17:00:00.000,2022-05-05 18:00:00.000,47,61,3
26,2022-05-05 00:00:00.000,2022-05-05 18:00:00.000,2022-05-05 19:00:00.000,52,83,4
26,2022-05-05 00:00:00.000,2022-05-05 19:00:00.000,2022-05-05 20:00:00.000,79,103,4
26,2022-05-05 00:00:00.000,2022-05-05 20:00:00.000,2022-05-05 21:00:00.000,76,101,4
26,2022-05-05 00:00:00.000,2022-05-05 21:00:00.000,2022-05-05 22:00:00.000,50,45,4
26,2022-05-06 00:00:00.000,2022-05-06 09:00:00.000,2022-05-06 10:00:00.000,49,58,3
26,2022-05-06 00:00:00.000,2022-05-06 10:00:00.000,2022-05-06 11:00:00.000,74,70,4
26,2022-05-06 00:00:00.000,2022-05-06 11:00:00.000,2022-05-06 12:00:00.000,91,87,4
26,2022-05-06 00:00:00.000,2022-05-06 12:00:00.000,2022-05-06 13:00:00.000,100,116,4
26,2022-05-06 00:00:00.000,2022-05-06 13:00:00.000,2022-05-06 14:00:00.000,114,120,4
26,2022-05-06 00:00:00.000,2022-05-06 14:00:00.000,2022-05-06 15:00:00.000,84,106,4
26,2022-05-06 00:00:00.000,2022-05-06 15:00:00.000,2022-05-06 16:00:00.000,65,63,3
26,2022-05-06 00:00:00.000,2022-05-06 16:00:00.000,2022-05-06 17:00:00.000,46,40,2
26,2022-05-06 00:00:00.000,2022-05-06 17:00:00.000,2022-05-06 18:00:00.000,54,49,3
26,2022-05-06 00:00:00.000,2022-05-06 18:00:00.000,2022-05-06 19:00:00.000,52,66,4
26,2022-05-06 00:00:00.000,2022-05-06 19:00:00.000,2022-05-06 20:00:00.000,83,99,4
26,2022-05-06 00:00:00.000,2022-05-06 20:00:00.000,2022-05-06 21:00:00.000,84,83,4
26,2022-05-06 00:00:00.000,2022-05-06 21:00:00.000,2022-05-06 22:00:00.000,46,57,4
26,2022-05-07 00:00:00.000,2022-05-07 09:00:00.000,2022-05-07 10:00:00.000,45,50,3
26,2022-05-07 00:00:00.000,2022-05-07 10:00:00.000,2022-05-07 11:00:00.000,87,81,4
26,2022-05-07 00:00:00.000,2022-05-07 11:00:00.000,2022-05-07 12:00:00.000,77,105,4
26,2022-05-07 00:00:00.000,2022-05-07 12:00:00.000,2022-05-07 13:00:00.000,119,126,4
26,2022-05-07 00:00:00.000,2022-05-07 13:00:00.000,2022-05-07 14:00:00.000,116,135,4
26,2022-05-07 00:00:00.000,2022-05-07 14:00:00.000,2022-05-07 15:00:00.000,67,101,4
26,2022-05-07 00:00:00.000,2022-05-07 15:00:00.000,2022-05-07 16:00:00.000,52,55,3
26,2022-05-07 00:00:00.000,2022-05-07 16:00:00.000,2022-05-07 17:00:00.000,38,42,3
26,2022-05-07 00:00:00.000,2022-05-07 17:00:00.000,2022-05-07 18:00:00.000,47,54,3
26,2022-05-07 00:00:00.000,2022-05-07 18:00:00.000,2022-05-07 19:00:00.000,41,72,4
26,2022-05-07 00:00:00.000,2022-05-07 19:00:00.000,2022-05-07 20:00:00.000,56,81,4
26,2022-05-07 00:00:00.000,2022-05-07 20:00:00.000,2022-05-07 21:00:00.000,91,102,4
26,2022-05-07 00:00:00.000,2022-05-07 21:00:00.000,2022-05-07 22:00:00.000,37,52,4
26,2022-05-09 00:00:00.000,2022-05-09 09:00:00.000,2022-05-09 10:00:00.000,51,56,3
26,2022-05-09 00:00:00.000,2022-05-09 10:00:00.000,2022-05-09 11:00:00.000,48,65,3
26,2022-05-09 00:00:00.000,2022-05-09 11:00:00.000,2022-05-09 12:00:00.000,62,86,4
26,2022-05-09 00:00:00.000,2022-05-09 12:00:00.000,2022-05-09 13:00:00.000,88,108,4
26,2022-05-09 00:00:00.000,2022-05-09 13:00:00.000,2022-05-09 14:00:00.000,99,125,4
26,2022-05-09 00:00:00.000,2022-05-09 14:00:00.000,2022-05-09 15:00:00.000,70,93,3
26,2022-05-09 00:00:00.000,2022-05-09 15:00:00.000,2022-05-09 16:00:00.000,51,60,2
26,2022-05-09 00:00:00.000,2022-05-09 16:00:00.000,2022-05-09 17:00:00.000,34,39,2
26,2022-05-09 00:00:00.000,2022-05-09 17:00:00.000,2022-05-09 18:00:00.000,52,59,4
26,2022-05-09 00:00:00.000,2022-05-09 18:00:00.000,2022-05-09 19:00:00.000,83,78,4
26,2022-05-09 00:00:00.000,2022-05-09 19:00:00.000,2022-05-09 20:00:00.000,99,105,4
26,2022-05-09 00:00:00.000,2022-05-09 20:00:00.000,2022-05-09 21:00:00.000,87,97,4
26,2022-05-09 00:00:00.000,2022-05-09 21:00:00.000,2022-05-09 22:00:00.000,44,49,4
26,2022-05-10 00:00:00.000,2022-05-10 09:00:00.000,2022-05-10 10:00:00.000,41,62,3
26,2022-05-10 00:00:00.000,2022-05-10 10:00:00.000,2022-05-10 11:00:00.000,56,78,4
26,2022-05-10 00:00:00.000,2022-05-10 11:00:00.000,2022-05-10 12:00:00.000,66,97,4
26,2022-05-10 00:00:00.000,2022-05-10 12:00:00.000,2022-05-10 13:00:00.000,100,116,4
26,2022-05-10 00:00:00.000,2022-05-10 13:00:00.000,2022-05-10 14:00:00.000,100,119,4
26,2022-05-10 00:00:00.000,2022-05-10 14:00:00.000,2022-05-10 15:00:00.000,78,98,4
26,2022-05-10 00:00:00.000,2022-05-10 15:00:00.000,2022-05-10 16:00:00.000,55,61,2
26,2022-05-10 00:00:00.000,2022-05-10 16:00:00.000,2022-05-10 17:00:00.000,31,42,2
26,2022-05-10 00:00:00.000,2022-05-10 17:00:00.000,2022-05-10 18:00:00.000,46,53,3
26,2022-05-10 00:00:00.000,2022-05-10 18:00:00.000,2022-05-10 19:00:00.000,62,72,4
26,2022-05-10 00:00:00.000,2022-05-10 19:00:00.000,2022-05-10 20:00:00.000,90,96,4
26,2022-05-10 00:00:00.000,2022-05-10 20:00:00.000,2022-05-10 21:00:00.000,82,91,4
26,2022-05-10 00:00:00.000,2022-05-10 21:00:00.000,2022-05-10 22:00:00.000,46,45,4
26,2022-05-11 00:00:00.000,2022-05-11 08:00:00.000,2022-05-11 09:00:00.000,1,0,0
26,2022-05-11 00:00:00.000,2022-05-11 09:00:00.000,2022-05-11 10:00:00.000,46,56,3
26,2022-05-11 00:00:00.000,2022-05-11 10:00:00.000,2022-05-11 11:00:00.000,47,63,3
26,2022-05-11 00:00:00.000,2022-05-11 11:00:00.000,2022-05-11 12:00:00.000,67,89,4
26,2022-05-11 00:00:00.000,2022-05-11 12:00:00.000,2022-05-11 13:00:00.000,98,110,4
26,2022-05-11 00:00:00.000,2022-05-11 13:00:00.000,2022-05-11 14:00:00.000,93,125,4
26,2022-05-11 00:00:00.000,2022-05-11 14:00:00.000,2022-05-11 15:00:00.000,68,93,4
26,2022-05-11 00:00:00.000,2022-05-11 15:00:00.000,2022-05-11 16:00:00.000,47,53,2
26,2022-05-11 00:00:00.000,2022-05-11 16:00:00.000,2022-05-11 17:00:00.000,33,41,2
26,2022-05-11 00:00:00.000,2022-05-11 17:00:00.000,2022-05-11 18:00:00.000,40,58,3
26,2022-05-11 00:00:00.000,2022-05-11 18:00:00.000,2022-05-11 19:00:00.000,55,74,3
26,2022-05-11 00:00:00.000,2022-05-11 19:00:00.000,2022-05-11 20:00:00.000,83,100,4
26,2022-05-11 00:00:00.000,2022-05-11 20:00:00.000,2022-05-11 21:00:00.000,93,85,4
26,2022-05-11 00:00:00.000,2022-05-11 21:00:00.000,2022-05-11 22:00:00.000,27,43,4
26,2022-05-12 00:00:00.000,2022-05-12 09:00:00.000,2022-05-12 10:00:00.000,36,51,2
26,2022-05-12 00:00:00.000,2022-05-12 10:00:00.000,2022-05-12 11:00:00.000,43,69,4
26,2022-05-12 00:00:00.000,2022-05-12 11:00:00.000,2022-05-12 12:00:00.000,76,80,4
26,2022-05-12 00:00:00.000,2022-05-12 12:00:00.000,2022-05-12 13:00:00.000,87,110,4
26,2022-05-12 00:00:00.000,2022-05-12 13:00:00.000,2022-05-12 14:00:00.000,75,110,4
26,2022-05-12 00:00:00.000,2022-05-12 14:00:00.000,2022-05-12 15:00:00.000,74,87,4
26,2022-05-12 00:00:00.000,2022-05-12 15:00:00.000,2022-05-12 16:00:00.000,48,53,2
26,2022-05-12 00:00:00.000,2022-05-12 16:00:00.000,2022-05-12 17:00:00.000,43,41,2
26,2022-05-12 00:00:00.000,2022-05-12 17:00:00.000,2022-05-12 18:00:00.000,40,58,3
26,2022-05-12 00:00:00.000,2022-05-12 18:00:00.000,2022-05-12 19:00:00.000,63,71,4
26,2022-05-12 00:00:00.000,2022-05-12 19:00:00.000,2022-05-12 20:00:00.000,83,92,4
26,2022-05-12 00:00:00.000,2022-05-12 20:00:00.000,2022-05-12 21:00:00.000,97,90,4
26,2022-05-12 00:00:00.000,2022-05-12 21:00:00.000,2022-05-12 22:00:00.000,28,43,3
26,2022-05-13 00:00:00.000,2022-05-13 08:00:00.000,2022-05-13 09:00:00.000,1,0,0
26,2022-05-13 00:00:00.000,2022-05-13 09:00:00.000,2022-05-13 10:00:00.000,43,61,3
26,2022-05-13 00:00:00.000,2022-05-13 10:00:00.000,2022-05-13 11:00:00.000,62,72,4
26,2022-05-13 00:00:00.000,2022-05-13 11:00:00.000,2022-05-13 12:00:00.000,80,90,4
26,2022-05-13 00:00:00.000,2022-05-13 12:00:00.000,2022-05-13 13:00:00.000,85,106,4
26,2022-05-13 00:00:00.000,2022-05-13 13:00:00.000,2022-05-13 14:00:00.000,99,113,4
26,2022-05-13 00:00:00.000,2022-05-13 14:00:00.000,2022-05-13 15:00:00.000,83,95,4
26,2022-05-13 00:00:00.000,2022-05-13 15:00:00.000,2022-05-13 16:00:00.000,62,61,3
26,2022-05-13 00:00:00.000,2022-05-13 16:00:00.000,2022-05-13 17:00:00.000,49,42,2
26,2022-05-13 00:00:00.000,2022-05-13 17:00:00.000,2022-05-13 18:00:00.000,57,50,3
26,2022-05-13 00:00:00.000,2022-05-13 18:00:00.000,2022-05-13 19:00:00.000,73,74,4
26,2022-05-13 00:00:00.000,2022-05-13 19:00:00.000,2022-05-13 20:00:00.000,80,92,4
26,2022-05-13 00:00:00.000,2022-05-13 20:00:00.000,2022-05-13 21:00:00.000,80,91,4
26,2022-05-13 00:00:00.000,2022-05-13 21:00:00.000,2022-05-13 22:00:00.000,42,49,4
26,2022-05-14 00:00:00.000,2022-05-14 09:00:00.000,2022-05-14 10:00:00.000,37,45,3
26,2022-05-14 00:00:00.000,2022-05-14 10:00:00.000,2022-05-14 11:00:00.000,61,86,4
26,2022-05-14 00:00:00.000,2022-05-14 11:00:00.000,2022-05-14 12:00:00.000,78,107,4
26,2022-05-14 00:00:00.000,2022-05-14 12:00:00.000,2022-05-14 13:00:00.000,108,121,4
26,2022-05-14 00:00:00.000,2022-05-14 13:00:00.000,2022-05-14 14:00:00.000,128,127,4
26,2022-05-14 00:00:00.000,2022-05-14 14:00:00.000,2022-05-14 15:00:00.000,90,104,4
26,2022-05-14 00:00:00.000,2022-05-14 15:00:00.000,2022-05-14 16:00:00.000,51,53,3
26,2022-05-14 00:00:00.000,2022-05-14 16:00:00.000,2022-05-14 17:00:00.000,42,42,3
26,2022-05-14 00:00:00.000,2022-05-14 17:00:00.000,2022-05-14 18:00:00.000,46,50,3
26,2022-05-14 00:00:00.000,2022-05-14 18:00:00.000,2022-05-14 19:00:00.000,49,66,4
26,2022-05-14 00:00:00.000,2022-05-14 19:00:00.000,2022-05-14 20:00:00.000,62,96,4
26,2022-05-14 00:00:00.000,2022-05-14 20:00:00.000,2022-05-14 21:00:00.000,81,88,4
26,2022-05-14 00:00:00.000,2022-05-14 21:00:00.000,2022-05-14 22:00:00.000,52,56,4
26,2022-05-16 00:00:00.000,2022-05-16 08:00:00.000,2022-05-16 09:00:00.000,2,0,0
26,2022-05-16 00:00:00.000,2022-05-16 09:00:00.000,2022-05-16 10:00:00.000,43,62,3
26,2022-05-16 00:00:00.000,2022-05-16 10:00:00.000,2022-05-16 11:00:00.000,56,63,3
26,2022-05-16 00:00:00.000,2022-05-16 11:00:00.000,2022-05-16 12:00:00.000,60,82,4
26,2022-05-16 00:00:00.000,2022-05-16 12:00:00.000,2022-05-16 13:00:00.000,90,112,4
26,2022-05-16 00:00:00.000,2022-05-16 13:00:00.000,2022-05-16 14:00:00.000,80,132,4
26,2022-05-16 00:00:00.000,2022-05-16 14:00:00.000,2022-05-16 15:00:00.000,66,100,4
26,2022-05-16 00:00:00.000,2022-05-16 15:00:00.000,2022-05-16 16:00:00.000,60,55,2
26,2022-05-16 00:00:00.000,2022-05-16 16:00:00.000,2022-05-16 17:00:00.000,46,48,2
26,2022-05-16 00:00:00.000,2022-05-16 17:00:00.000,2022-05-16 18:00:00.000,51,63,3
26,2022-05-16 00:00:00.000,2022-05-16 18:00:00.000,2022-05-16 19:00:00.000,62,82,4
26,2022-05-16 00:00:00.000,2022-05-16 19:00:00.000,2022-05-16 20:00:00.000,84,109,4
26,2022-05-16 00:00:00.000,2022-05-16 20:00:00.000,2022-05-16 21:00:00.000,97,111,4
26,2022-05-16 00:00:00.000,2022-05-16 21:00:00.000,2022-05-16 22:00:00.000,38,69,4
26,2022-05-17 00:00:00.000,2022-05-17 09:00:00.000,2022-05-17 10:00:00.000,45,61,3
26,2022-05-17 00:00:00.000,2022-05-17 10:00:00.000,2022-05-17 11:00:00.000,60,66,3
26,2022-05-17 00:00:00.000,2022-05-17 11:00:00.000,2022-05-17 12:00:00.000,59,90,4
26,2022-05-17 00:00:00.000,2022-05-17 12:00:00.000,2022-05-17 13:00:00.000,83,118,4
26,2022-05-17 00:00:00.000,2022-05-17 13:00:00.000,2022-05-17 14:00:00.000,94,123,4
26,2022-05-17 00:00:00.000,2022-05-17 14:00:00.000,2022-05-17 15:00:00.000,70,92,4
26,2022-05-17 00:00:00.000,2022-05-17 15:00:00.000,2022-05-17 16:00:00.000,55,61,2
26,2022-05-17 00:00:00.000,2022-05-17 16:00:00.000,2022-05-17 17:00:00.000,37,43,2
26,2022-05-17 00:00:00.000,2022-05-17 17:00:00.000,2022-05-17 18:00:00.000,43,53,3
26,2022-05-17 00:00:00.000,2022-05-17 18:00:00.000,2022-05-17 19:00:00.000,61,75,4
26,2022-05-17 00:00:00.000,2022-05-17 19:00:00.000,2022-05-17 20:00:00.000,84,98,4
26,2022-05-17 00:00:00.000,2022-05-17 20:00:00.000,2022-05-17 21:00:00.000,89,95,4
26,2022-05-17 00:00:00.000,2022-05-17 21:00:00.000,2022-05-17 22:00:00.000,35,45,4
26,2022-05-18 00:00:00.000,2022-05-18 09:00:00.000,2022-05-18 10:00:00.000,48,62,4
26,2022-05-18 00:00:00.000,2022-05-18 10:00:00.000,2022-05-18 11:00:00.000,56,67,4
26,2022-05-18 00:00:00.000,2022-05-18 11:00:00.000,2022-05-18 12:00:00.000,78,88,4
26,2022-05-18 00:00:00.000,2022-05-18 12:00:00.000,2022-05-18 13:00:00.000,70,119,4
26,2022-05-18 00:00:00.000,2022-05-18 13:00:00.000,2022-05-18 14:00:00.000,91,127,4
26,2022-05-18 00:00:00.000,2022-05-18 14:00:00.000,2022-05-18 15:00:00.000,78,97,4
26,2022-05-18 00:00:00.000,2022-05-18 15:00:00.000,2022-05-18 16:00:00.000,60,56,3
26,2022-05-18 00:00:00.000,2022-05-18 16:00:00.000,2022-05-18 17:00:00.000,40,44,3
26,2022-05-18 00:00:00.000,2022-05-18 17:00:00.000,2022-05-18 18:00:00.000,47,51,3
26,2022-05-18 00:00:00.000,2022-05-18 18:00:00.000,2022-05-18 19:00:00.000,68,72,4
26,2022-05-18 00:00:00.000,2022-05-18 19:00:00.000,2022-05-18 20:00:00.000,114,95,4
26,2022-05-18 00:00:00.000,2022-05-18 20:00:00.000,2022-05-18 21:00:00.000,68,97,4
26,2022-05-18 00:00:00.000,2022-05-18 21:00:00.000,2022-05-18 22:00:00.000,22,45,4
26,2022-05-19 00:00:00.000,2022-05-19 09:00:00.000,2022-05-19 10:00:00.000,50,57,3
26,2022-05-19 00:00:00.000,2022-05-19 10:00:00.000,2022-05-19 11:00:00.000,61,68,4
26,2022-05-19 00:00:00.000,2022-05-19 11:00:00.000,2022-05-19 12:00:00.000,72,79,4
26,2022-05-19 00:00:00.000,2022-05-19 12:00:00.000,2022-05-19 13:00:00.000,89,109,4
26,2022-05-19 00:00:00.000,2022-05-19 13:00:00.000,2022-05-19 14:00:00.000,75,117,4
26,2022-05-19 00:00:00.000,2022-05-19 14:00:00.000,2022-05-19 15:00:00.000,74,93,4
26,2022-05-19 00:00:00.000,2022-05-19 15:00:00.000,2022-05-19 16:00:00.000,42,52,2
26,2022-05-19 00:00:00.000,2022-05-19 16:00:00.000,2022-05-19 17:00:00.000,38,46,2
26,2022-05-19 00:00:00.000,2022-05-19 17:00:00.000,2022-05-19 18:00:00.000,50,55,3
26,2022-05-19 00:00:00.000,2022-05-19 18:00:00.000,2022-05-19 19:00:00.000,69,66,4
26,2022-05-19 00:00:00.000,2022-05-19 19:00:00.000,2022-05-19 20:00:00.000,73,100,4
26,2022-05-19 00:00:00.000,2022-05-19 20:00:00.000,2022-05-19 21:00:00.000,104,88,3
26,2022-05-19 00:00:00.000,2022-05-19 21:00:00.000,2022-05-19 22:00:00.000,41,45,3
26,2022-05-20 00:00:00.000,2022-05-20 09:00:00.000,2022-05-20 10:00:00.000,54,60,3
26,2022-05-20 00:00:00.000,2022-05-20 10:00:00.000,2022-05-20 11:00:00.000,70,67,4
26,2022-05-20 00:00:00.000,2022-05-20 11:00:00.000,2022-05-20 12:00:00.000,78,92,4
26,2022-05-20 00:00:00.000,2022-05-20 12:00:00.000,2022-05-20 13:00:00.000,75,111,4
26,2022-05-20 00:00:00.000,2022-05-20 13:00:00.000,2022-05-20 14:00:00.000,75,121,4
26,2022-05-20 00:00:00.000,2022-05-20 14:00:00.000,2022-05-20 15:00:00.000,92,93,4
26,2022-05-20 00:00:00.000,2022-05-20 15:00:00.000,2022-05-20 16:00:00.000,45,59,3
26,2022-05-20 00:00:00.000,2022-05-20 16:00:00.000,2022-05-20 17:00:00.000,36,42,3
26,2022-05-20 00:00:00.000,2022-05-20 17:00:00.000,2022-05-20 18:00:00.000,47,54,3
26,2022-05-20 00:00:00.000,2022-05-20 18:00:00.000,2022-05-20 19:00:00.000,60,68,4
26,2022-05-20 00:00:00.000,2022-05-20 19:00:00.000,2022-05-20 20:00:00.000,73,89,4
26,2022-05-20 00:00:00.000,2022-05-20 20:00:00.000,2022-05-20 21:00:00.000,90,87,4
26,2022-05-20 00:00:00.000,2022-05-20 21:00:00.000,2022-05-20 22:00:00.000,40,52,4
26,2022-05-21 00:00:00.000,2022-05-21 07:00:00.000,2022-05-21 08:00:00.000,1,0,0
26,2022-05-21 00:00:00.000,2022-05-21 09:00:00.000,2022-05-21 10:00:00.000,34,46,3
26,2022-05-21 00:00:00.000,2022-05-21 10:00:00.000,2022-05-21 11:00:00.000,75,78,4
26,2022-05-21 00:00:00.000,2022-05-21 11:00:00.000,2022-05-21 12:00:00.000,78,111,4
26,2022-05-21 00:00:00.000,2022-05-21 12:00:00.000,2022-05-21 13:00:00.000,100,135,4
26,2022-05-21 00:00:00.000,2022-05-21 13:00:00.000,2022-05-21 14:00:00.000,94,129,4
26,2022-05-21 00:00:00.000,2022-05-21 14:00:00.000,2022-05-21 15:00:00.000,101,107,4
26,2022-05-21 00:00:00.000,2022-05-21 15:00:00.000,2022-05-21 16:00:00.000,60,50,2
26,2022-05-21 00:00:00.000,2022-05-21 16:00:00.000,2022-05-21 17:00:00.000,33,37,2
26,2022-05-21 00:00:00.000,2022-05-21 17:00:00.000,2022-05-21 18:00:00.000,47,52,3
26,2022-05-21 00:00:00.000,2022-05-21 18:00:00.000,2022-05-21 19:00:00.000,57,63,3
26,2022-05-21 00:00:00.000,2022-05-21 19:00:00.000,2022-05-21 20:00:00.000,67,84,4
26,2022-05-21 00:00:00.000,2022-05-21 20:00:00.000,2022-05-21 21:00:00.000,79,89,4
26,2022-05-21 00:00:00.000,2022-05-21 21:00:00.000,2022-05-21 22:00:00.000,28,59,4
26,2022-05-23 00:00:00.000,2022-05-23 09:00:00.000,2022-05-23 10:00:00.000,46,54,3
26,2022-05-23 00:00:00.000,2022-05-23 10:00:00.000,2022-05-23 11:00:00.000,53,62,3
26,2022-05-23 00:00:00.000,2022-05-23 11:00:00.000,2022-05-23 12:00:00.000,75,85,4
26,2022-05-23 00:00:00.000,2022-05-23 12:00:00.000,2022-05-23 13:00:00.000,102,119,4
26,2022-05-23 00:00:00.000,2022-05-23 13:00:00.000,2022-05-23 14:00:00.000,94,122,4
26,2022-05-23 00:00:00.000,2022-05-23 14:00:00.000,2022-05-23 15:00:00.000,79,100,4
26,2022-05-23 00:00:00.000,2022-05-23 15:00:00.000,2022-05-23 16:00:00.000,45,57,2
26,2022-05-23 00:00:00.000,2022-05-23 16:00:00.000,2022-05-23 17:00:00.000,31,42,2
26,2022-05-23 00:00:00.000,2022-05-23 17:00:00.000,2022-05-23 18:00:00.000,40,58,3
26,2022-05-23 00:00:00.000,2022-05-23 18:00:00.000,2022-05-23 19:00:00.000,83,81,4
26,2022-05-23 00:00:00.000,2022-05-23 19:00:00.000,2022-05-23 20:00:00.000,92,99,4
26,2022-05-23 00:00:00.000,2022-05-23 20:00:00.000,2022-05-23 21:00:00.000,84,108,4
