date,workPeriod,team,minimum,ideal,estimated
2025-10-23,EMPLOYEES_1300_1400,Employees,3,3,3
2025-10-23,EMPLOYEES_1400_1500,Employees,1,1,1
2025-10-23,EMPLOYEES_1500_1600,Employees,1,1,1
2025-10-23,EMPLOYEES_1600_1700,Employees,1,1,1
2025-10-23,EMPLOYEES_1700_1800,Employees,3,3,3
2025-10-23,EMPLOYEES_1800_1900,Employees,3,3,3
2025-10-23,EMPLOYEES_1900_2000,Employees,3,3,3
2025-10-23,EMPLOYEES_2000_2100,Employees,3,3,3
2025-10-23,EMPLOYEES_2100_2200,Employees,3,3,3
2025-10-23,MANAGEMENT_1000_1100,Management,1,1,1
2025-10-23,MANAGEMENT_1100_1400,Management,1,1,1
2025-10-23,MANAGEMENT_1400_1900,Management,1,1,1
2025-10-23,MANAGEMENT_1900_2100,Management,1,1,1
2025-10-23,MANAGEMENT_2100_2200,Management,1,1,1
2025-10-23,STORAGE_0830_1530,Storage,1,1,1
2025-10-24,CHECKOUT_1000_1100,Checkout,1,1,1
2025-10-24,CHECKOUT_1100_2100,Checkout,2,2,2
2025-10-24,CHECKOUT_2100_2200,Checkout,1,1,1
2025-10-24,EMPLOYEES_0900_1000,Employees,1,1,1
2025-10-24,EMPLOYEES_1000_1100,Employees,3,3,3
2025-10-24,EMPLOYEES_1100_1200,Employees,3,3,3
2025-10-24,EMPLOYEES_1200_1300,Employees,3,3,3
2025-10-24,EMPLOYEES_1300_1400,Employees,3,3,3
2025-10-24,EMPLOYEES_1400_1500,Employees,1,1,1
2025-10-24,EMPLOYEES_1500_1600,Employees,1,1,1
2025-10-24,EMPLOYEES_1600_1700,Employees,1,1,1
2025-10-24,EMPLOYEES_1700_1800,Employees,3,3,3
2025-10-24,EMPLOYEES_1800_1900,Employees,3,3,3
2025-10-24,EMPLOYEES_1900_2000,Employees,3,3,3
2025-10-24,EMPLOYEES_2000_2100,Employees,3,3,3
2025-10-24,EMPLOYEES_2100_2200,Employees,3,3,3
2025-10-24,MANAGEMENT_1000_1100,Management,1,1,1
2025-10-24,MANAGEMENT_1100_1400,Management,1,1,1
2025-10-24,MANAGEMENT_1400_1900,Management,1,1,1
2025-10-24,MANAGEMENT_1900_2100,Management,1,1,1
2025-10-24,MANAGEMENT_2100_2200,Management,1,1,1
2025-10-24,STORAGE_0830_1530,Storage,1,1,1
2025-10-25,CHECKOUT_1100_2100,Checkout,2,2,2
2025-10-25,EMPLOYEES_1100_1200,Employees,4,4,4
2025-10-25,EMPLOYEES_1200_1300,Employees,4,4,4
2025-10-25,EMPLOYEES_1300_1400,Employees,4,4,4
2025-10-25,EMPLOYEES_1400_1500,Employees,1,1,1
2025-10-25,EMPLOYEES_1500_1600,Employees,1,1,1
2025-10-25,EMPLOYEES_1600_1700,Employees,1,1,1
2025-10-25,EMPLOYEES_1700_1800,Employees,4,4,4
2025-10-25,EMPLOYEES_1800_1900,Employees,4,4,4
2025-10-25,EMPLOYEES_1900_2000,Employees,4,4,4
2025-10-25,EMPLOYEES_2000_2100,Employees,4,4,4
2025-10-25,MANAGEMENT_1100_1400,Management,1,1,1
2025-10-25,MANAGEMENT_1400_1900,Management,2,2,2
2025-10-25,MANAGEMENT_1900_2100,Management,2,2,2
2025-10-26,CHECKOUT_1100_2100,Checkout,2,2,2
2025-10-26,EMPLOYEES_1100_1200,Employees,4,4,4
2025-10-26,EMPLOYEES_1200_1300,Employees,4,4,4
2025-10-26,EMPLOYEES_1300_1400,Employees,4,4,4
2025-10-26,EMPLOYEES_1400_1500,Employees,1,1,1
2025-10-26,EMPLOYEES_1500_1600,Employees,1,1,1
2025-10-26,EMPLOYEES_1600_1700,Employees,1,1,1
2025-10-26,EMPLOYEES_1700_1800,Employees,4,4,4
2025-10-26,EMPLOYEES_1800_1900,Employees,4,4,4
2025-10-26,EMPLOYEES_1900_2000,Employees,4,4,4
2025-10-26,EMPLOYEES_2000_2100,Employees,4,4,4
2025-10-26,MANAGEMENT_1100_1400,Management,1,1,1
2025-10-26,MANAGEMENT_1900_2100,Management,2,2,2
2025-10-27,CHECKOUT_1000_1100,Checkout,1,1,1
2025-10-27,CHECKOUT_1100_2100,Checkout,1,1,1
2025-10-27,CHECKOUT_2100_2200,Checkout,1,1,1
2025-10-27,EMPLOYEES_0900_1000,Employees,1,1,1
2025-10-27,EMPLOYEES_1000_1100,Employees,3,3,3
2025-10-27,EMPLOYEES_1100_1200,Employees,3,3,3
2025-10-27,EMPLOYEES_1200_1300,Employees,3,3,3
2025-10-27,EMPLOYEES_1300_1400,Employees,3,3,3
2025-10-27,EMPLOYEES_1400_1500,Employees,1,1,1
2025-10-27,EMPLOYEES_1500_1600,Employees,1,1,1
2025-10-27,EMPLOYEES_1600_1700,Employees,1,1,1
2025-10-27,EMPLOYEES_1700_1800,Employees,3,3,3
2025-10-27,EMPLOYEES_1800_1900,Employees,3,3,3
2025-10-27,EMPLOYEES_1900_2000,Employees,3,3,3
2025-10-27,EMPLOYEES_2000_2100,Employees,3,3,3
2025-10-27,EMPLOYEES_2100_2200,Employees,3,3,3
2025-10-27,MANAGEMENT_1000_1100,Management,1,1,1
2025-10-27,MANAGEMENT_1100_1400,Management,1,1,1
2025-10-27,MANAGEMENT_1400_1900,Management,1,1,1
2025-10-27,MANAGEMENT_1900_2100,Management,1,1,1
2025-10-27,MANAGEMENT_2100_2200,Management,1,1,1
2025-10-27,STORAGE_0830_1530,Storage,2,2,2
2025-10-28,CHECKOUT_1000_1100,Checkout,1,1,1
2025-10-28,CHECKOUT_1100_2100,Checkout,1,1,1
2025-10-28,CHECKOUT_2100_2200,Checkout,1,1,1
2025-10-28,EMPLOYEES_0900_1000,Employees,1,1,1
2025-10-28,EMPLOYEES_1000_1100,Employees,3,3,3
2025-10-28,EMPLOYEES_1100_1200,Employees,3,3,3
2025-10-28,EMPLOYEES_1200_1300,Employees,3,3,3
2025-10-28,EMPLOYEES_1300_1400,Employees,3,3,3
2025-10-28,EMPLOYEES_1400_1500,Employees,1,1,1
2025-10-28,EMPLOYEES_1500_1600,Employees,1,1,1
2025-10-28,EMPLOYEES_1600_1700,Employees,1,1,1
2025-10-28,EMPLOYEES_1700_1800,Employees,3,3,3
2025-10-28,EMPLOYEES_1800_1900,Employees,3,3,3
2025-10-28,EMPLOYEES_1900_2000,Employees,3,3,3
2025-10-28,EMPLOYEES_2000_2100,Employees,3,3,3
2025-10-28,EMPLOYEES_2100_2200,Employees,3,3,3
2025-10-28,MANAGEMENT_1000_1100,Management,1,1,1
2025-10-28,MANAGEMENT_1100_1400,Management,1,1,1
2025-10-28,MANAGEMENT_1400_1900,Management,1,1,1
2025-10-28,MANAGEMENT_1900_2100,Management,1,1,1
2025-10-28,MANAGEMENT_2100_2200,Management,1,1,1
2025-10-28,STORAGE_0830_1530,Storage,1,1,1
2025-10-29,CHECKOUT_1000_1100,Checkout,1,1,1
2025-10-29,CHECKOUT_1100_2100,Checkout,1,1,1
2025-10-29,CHECKOUT_2100_2200,Checkout,1,1,1
2025-10-29,EMPLOYEES_0900_1000,Employees,1,1,1
2025-10-29,EMPLOYEES_1000_1100,Employees,3,3,3
2025-10-29,EMPLOYEES_1100_1200,Employees,3,3,3
2025-10-29,EMPLOYEES_1200_1300,Employees,3,3,3
2025-10-29,EMPLOYEES_1300_1400,Employees,3,3,3
2025-10-29,EMPLOYEES_1400_1500,Employees,1,1,1
2025-10-29,EMPLOYEES_1500_1600,Employees,1,1,1
2025-10-29,EMPLOYEES_1600_1700,Employees,1,1,1
2025-10-29,EMPLOYEES_1700_1800,Employees,3,3,3
2025-10-29,EMPLOYEES_1800_1900,Employees,3,3,3
2025-10-29,EMPLOYEES_1900_2000,Employees,3,3,3
2025-10-29,EMPLOYEES_2000_2100,Employees,3,3,3
2025-10-29,EMPLOYEES_2100_2200,Employees,3,3,3
2025-10-29,MANAGEMENT_1000_1100,Management,1,1,1
2025-10-29,MANAGEMENT_1100_1400,Management,1,1,1
2025-10-29,MANAGEMENT_1400_1900,Management,1,1,1
2025-10-29,MANAGEMENT_1900_2100,Management,1,1,1
2025-10-29,MANAGEMENT_2100_2200,Management,1,1,1
2025-10-29,STORAGE_0830_1530,Storage,1,1,1
2025-10-30,CHECKOUT_1000_1100,Checkout,1,1,1
2025-10-30,CHECKOUT_1100_2100,Checkout,1,1,1
2025-10-30,CHECKOUT_2100_2200,Checkout,1,1,1
2025-10-30,EMPLOYEES_0900_1000,Employees,1,1,1
2025-10-30,EMPLOYEES_1000_1100,Employees,3,3,3
2025-10-30,EMPLOYEES_1100_1200,Employees,3,3,3
2025-10-30,EMPLOYEES_1200_1300,Employees,3,3,3
2025-10-30,EMPLOYEES_1300_1400,Employees,3,3,3
2025-10-30,EMPLOYEES_1400_1500,Employees,1,1,1
2025-10-30,EMPLOYEES_1500_1600,Employees,1,1,1
2025-10-30,EMPLOYEES_1600_1700,Employees,1,1,1
2025-10-30,EMPLOYEES_1700_1800,Employees,3,3,3
2025-10-30,EMPLOYEES_1800_1900,Employees,3,3,3
2025-10-30,EMPLOYEES_1900_2000,Employees,3,3,3
2025-10-30,EMPLOYEES_2000_2100,Employees,3,3,3
2025-10-30,EMPLOYEES_2100_2200,Employees,3,3,3
2025-10-30,MANAGEMENT_1000_1100,Management,1,1,1
2025-10-30,MANAGEMENT_1100_1400,Management,1,1,1
2025-10-30,MANAGEMENT_1400_1900,Management,1,1,1
2025-10-30,MANAGEMENT_1900_2100,Management,1,1,1
2025-10-30,MANAGEMENT_2100_2200,Management,1,1,1
2025-10-30,STORAGE_0830_1530,Storage,1,1,1
2025-10-31,CHECKOUT_1000_1100,Checkout,1,1,1
2025-10-31,CHECKOUT_1100_2100,Checkout,2,2,2
2025-10-31,CHECKOUT_2100_2200,Checkout,1,1,1
2025-10-31,EMPLOYEES_0900_1000,Employees,1,1,1
2025-10-31,EMPLOYEES_1000_1100,Employees,3,3,3
2025-10-31,EMPLOYEES_1100_1200,Employees,3,3,3
2025-10-31,EMPLOYEES_1200_1300,Employees,3,3,3
2025-10-31,EMPLOYEES_1300_1400,Employees,3,3,3
2025-10-31,EMPLOYEES_1400_1500,Employees,1,1,1
2025-10-31,EMPLOYEES_1500_1600,Employees,1,1,1
2025-10-31,EMPLOYEES_1600_1700,Employees,1,1,1
2025-10-31,EMPLOYEES_1700_1800,Employees,3,3,3
2025-10-31,EMPLOYEES_1800_1900,Employees,3,3,3
2025-10-31,EMPLOYEES_1900_2000,Employees,3,3,3
2025-10-31,EMPLOYEES_2000_2100,Employees,3,3,3
2025-10-31,EMPLOYEES_2100_2200,Employees,3,3,3
2025-10-31,MANAGEMENT_1000_1100,Management,1,1,1
2025-10-31,MANAGEMENT_1100_1400,Management,1,1,1
2025-10-31,MANAGEMENT_1400_1900,Management,1,1,1
2025-10-31,MANAGEMENT_1900_2100,Management,1,1,1
2025-10-31,MANAGEMENT_2100_2200,Management,1,1,1
2025-10-31,STORAGE_0830_1530,Storage,1,1,1
